X0,X1,X2,X3,X4
-0.7115,-0.15351,2.3821,1.0067,1.3097
-1.949,0.96631,0.38148,0.71337,0.6395
-0.21857,0.091373,-0.90331,-1.0008,-0.39336
1.0243,0.75795,-5.9649,-1.6085,-1.3736
3.8045,2.7775,-2.1895,-1.0343,-0.81078
3.2288,3.5713,0.26435,1.3626,2.9702
-0.88542,5.6282,1.7323,1.9247,5.7954
-2.5589,3.7095,-0.37378,0.2483,-2.7817
-3.0542,-0.89417,1.1878,-0.1793,-3.038
0.43771,-3.1686,1.868,3.9936,-0.061983
-0.59423,-1.3749,2.6103,3.2743,0.45631
-2.4148,-2.6729,-2.6957,0.70078,-3.5612
-2.4009,0.28695,-4.4478,-2.8816,-3.4875
1.2092,1.742,-2.9932,1.2634,1.2251
4.0431,2.9583,-1.3734,2.9093,4.1157
-0.36215,-0.015805,-0.16762,-0.61374,3.8808
1.7367,-0.34929,-0.79493,-1.7157,-1.9504
5.1421,0.85573,-0.23131,-1.4139,0.27455
3.0709,0.28342,0.86079,-0.32625,-0.42201
1.9122,0.55222,3.5406,2.8953,2.1031
1.2495,-0.21607,4.6802,1.5644,1.9808
0.047929,-0.72175,4.3959,2.1324,0.92717
-3.4813,1.6034,-1.1343,2.4015,0.80018
-3.667,1.4733,-2.7993,-0.94431,-2.6986
-2.6667,-3.1705,-3.7665,-2.65,-1.7417
-0.58381,-3.2569,-0.69287,-0.078717,2.1514
0.26888,-3.8669,0.38734,-1.705,-1.6336
-2.4084,-2.5919,3.6152,0.38569,-0.014178
-1.3991,-1.4177,0.7152,-1.9447,0.23892
-0.64588,-1.3176,-3.7322,-1.7687,0.017093
0.30091,0.097202,1.1984,-2.1011,1.0637
-1.085,5.4723,1.5172,0.42431,2.1219
0.25517,4.3306,-1.3331,1.7619,0.41157
5.1171,-0.57564,2.0209,-0.8407,3.0142
5.7845,-1.5671,0.42436,-0.45953,3.858
4.5466,-0.75146,-2.1274,-1.3657,2.4692
2.6497,1.4815,-1.0497,0.090332,0.90606
-1.6801,0.38969,-1.4611,0.99661,-2.361
-3.3093,2.7022,0.0357,-2.8232,-4.404
-4.0561,2.4674,4.7368,1.772,-1.7734
-2.5255,-1.3705,1.9187,4.1314,1.5736
1.0506,-5.0339,-0.5076,2.3862,0.081504
0.30737,-2.668,-0.37243,1.3662,-1.4036
-1.7803,-2.6618,-0.37316,-2.8981,-2.9931
-1.0529,-2.5598,-0.33425,-4.2794,-2.8756
-0.29754,-1.0598,0.61899,0.27757,-1.6431
0.37181,1.5903,-0.27605,-0.98361,-0.17008
5.4066,2.9405,2.4953,1.3713,2.7922
4.4193,1.0701,-1.2527,-2.011,3.7072
0.013039,0.22352,1.8844,0.73407,-3.1374
0.937,0.22074,3.1282,1.922,-0.28659
-2.2199,-2.1576,0.53846,0.1222,4.2937
-3.458,2.6485,3.7543,2.9329,0.7193
-3.5376,0.66123,-1.3626,1.01,-2.8241
-1.6206,-1.1699,-3.2571,-2.9865,-5.5314
-1.5288,-1.6514,-2.0872,-3.0645,3.5856
-1.237,-2.7624,-1.431,-0.58678,0.45312
-0.53019,0.048554,-2.4508,0.041785,-4.7347
-0.46751,-0.87145,1.3143,0.36795,1.0301
0.9278,0.26481,3.9591,1.8778,-0.68588
0.33324,0.67843,-1.5047,-0.91864,-0.79464
-1.0844,2.9601,-2.1251,-0.91912,1.3755
2.4123,-0.1204,-2.4521,4.3419,2.2445
-0.81404,-1.0207,-2.1924,2.2019,-1.3957
-0.59444,1.4939,0.10736,-0.70091,1.3161
1.8589,4.1754,2.1533,-1.0317,0.33163
1.3153,3.152,0.8145,2.6712,-2.2392
3.3911,0.965,2.4085,1.1838,1.3291
5.1779,-0.65209,0.8452,-1.9472,2.2445
6.021,1.756,-3.1229,-2.5947,1.7922
4.293,2.4805,0.13787,1.3336,-0.66608
0.55645,2.0015,0.2809,1.9957,-1.2372
-4.3203,-0.99464,-0.8718,0.47312,0.006159
-4.0658,0.48074,-2.1326,-1.1489,0.56148
-2.1223,0.10341,1.2619,-1.2541,2.8496
-1.7908,-3.5267,0.39052,1.5254,0.65028
0.12577,-4.8767,2.7491,-1.0945,1.7721
0.44052,0.043592,-3.0006,-0.87958,-0.090638
-2.5219,1.0348,-2.1338,-3.0831,-2.7697
-2.5923,-1.9419,-0.84458,-0.53076,-1.0197
3.7827,-2.1834,3.9036,3.7698,3.0343
0.10567,-3.2795,-3.3574,0.083562,-0.86821
-1.1882,-1.7623,-0.43106,0.0053115,-5.04
-0.26095,-3.0127,2.1209,0.30367,-2.8378
-2.1109,-1.8641,-1.4132,-0.044771,-4.3893
-4.3242,2.401,-5.8377,-3.4188,-2.3769
-1.7852,1.7357,-3.2764,-0.39908,-2.131
-1.2373,-4.1324,-2.2851,-1.9626,-0.41303
-0.43734,-0.73761,0.91211,1.2425,3.5537
-1.1823,2.1186,2.1299,-0.57887,3.6815
4.0234,0.67675,-2.372,-2.9257,-2.0004
0.96971,0.90146,2.1467,-0.073529,-2.3074
-2.0659,0.50426,4.8099,2.9989,3.5295
-1.4782,0.47643,1.5329,2.2113,1.2454
3.8922,1.8281,-3.7865,-1.9413,0.84571
1.6193,2.2978,-0.90528,-3.8578,-2.0379
-2.6724,0.42264,3.2657,-0.92922,0.76992
2.75,3.4676,0.30094,-0.11465,2.3676
6.4128,2.8377,-1.2743,-2.4143,-0.18536
0.63021,-0.1142,-2.4789,0.55001,-1.5532
-3.6219,0.95435,1.0701,3.617,4.1572
-2.7438,-1.1334,-0.12672,0.4245,-1.1804
-2.1689,-0.65438,2.7378,-1.4133,-1.7445
0.60475,0.87066,0.42885,4.4438,2.3997
-0.69918,0.45937,2.3588,1.0809,1.8392
-1.3678,-0.9862,1.106,-1.005,-5.1185
0.22686,-0.026331,1.4145,-0.50564,-2.4239
0.62133,1.2573,2.2715,4.6724,2.5348
0.043644,-0.82925,0.4892,4.4316,2.5259
0.1306,2.2499,-0.1916,0.2505,-0.10258
-0.038315,-0.048552,-0.68563,2.3769,1.7038
-0.20785,-0.10885,5.2579,2.1296,2.8039
3.544,3.9879,3.1396,2.3403,1.0638
4.6834,2.1609,2.9413,0.337,1.8557
3.3702,0.28903,-2.3078,-3.9787,0.27038
2.1853,0.37805,1.1903,-5.2356,-0.020372
0.5551,-0.45148,1.8452,-1.7695,2.2827
-0.56744,-0.29547,-1.685,-3.4404,3.4056
-5.1175,1.5074,-0.20358,-0.013771,1.2652
-4.9935,-0.24609,1.3507,0.094761,-4.4437
0.33425,-3.3225,-1.3432,0.90782,-1.6801
-2.0587,-4.212,-2.8079,-4.5715,-1.4127
-2.0217,-3.4294,1.9908,-1.1337,-2.1622
-0.20356,-2.9424,2.3599,-0.27785,-3.0216
-2.1808,-5.2365,-3.9534,2.0215,-0.62742
-0.97658,-1.8263,-6.3687,-0.11494,-1.0597
0.069897,-2.183,-3.2642,-2.2902,-1.6731
-0.3823,-1.404,3.9641,-1.4479,2.4899
1.7373,-0.28822,0.82296,0.20321,-0.82694
3.136,0.84272,0.11629,2.1921,0.97338
1.7898,2.1827,2.1109,1.8001,2.1515
0.95625,4.2314,-2.9771,-0.067528,5.6437
1.9531,3.2973,-4.6185,-1.4469,-3.5134
1.3818,0.95676,-4.2516,-3.3159,-5.1355
-1.3993,-2.5623,-1.7824,-0.81739,-2.4626
-0.28956,-1.8755,0.61912,0.43317,-0.26206
0.49669,3.3969,-1.221,-0.65253,-0.68004
-1.7618,2.2832,-0.091837,-1.8088,2.6993
3.4207,0.87325,-0.12908,1.5178,2.803
2.5496,-0.47128,-2.0761,0.9887,-3.5009
-3.3099,2.3266,1.3111,0.11882,-2.4398
-5.612,-1.2007,-0.26779,0.98802,0.48677
1.568,-2.1218,1.3421,0.58727,1.8066
2.1169,-1.3111,-2.5282,1.419,1.5736
-1.3159,-1.0827,-1.4947,0.94189,-1.6695
-3.7656,-1.968,3.419,4.4935,3.7784
-2.9228,-2.4722,2.2094,-0.091701,-0.50345
1.3445,-2.5498,0.76597,1.4217,-1.9378
-0.78591,-2.4118,2.8922,1.3749,-1.093
-0.54514,-1.1228,4.5406,3.634,1.3167
0.14907,1.604,-2.6327,1.0459,-1.8991
0.33032,0.73247,-3.7524,0.83541,-0.26113
4.6778,2.5679,-1.0671,-0.97225,4.3411
0.6219,1.3478,1.5323,-0.64905,3.2636
-1.8777,-0.28918,-1.0192,1.5076,1.4296
-0.98507,0.25975,0.664,-0.28504,1.9801
4.5421,3.6821,-0.095664,1.1848,1.3801
4.5456,3.5058,1.0414,-1.3564,-0.78138
-1.27,-0.45841,-2.536,-1.8708,-0.84693
-4.6527,-0.89207,0.41434,-0.92513,-4.3808
-0.17414,2.2051,1.267,2.961,-2.4292
-0.83984,3.6655,0.20713,-0.58952,-0.32793
0.75483,1.3961,0.42734,-0.76232,-2.9724
0.21984,3.0585,1.5912,-1.3405,-2.8776
-1.6714,-0.77195,-1.1091,-1.4885,-3.1443
-0.026899,-1.6187,2.9545,-0.59798,1.9314
0.71371,-0.26992,4.1731,1.7031,2.583
-0.38357,1.2612,1.2305,-1.2882,1.3122
-0.40827,-1.2444,-1.707,-0.58127,-0.28196
-0.41327,-3.2838,-1.6345,-1.0088,2.5933
1.9587,-0.13041,4.9101,1.9593,1.8091
-0.19937,3.0271,5.75,4.3824,1.8905
1.9235,-2.8376,2.9052,1.9842,0.12856
2.7764,-3.3173,0.61477,3.3871,-0.15511
3.8118,-0.61835,-3.711,0.54614,3.6474
1.2084,-2.3685,-7.912,-3.9199,1.1078
-3.0991,1.0181,-2.3938,-5.7807,-5.4638
2.8048,3.7961,-1.0671,-2.552,-2.9203
2.3215,0.99686,-2.1385,-3.7023,-1.4715
2.7906,-1.1372,-1.3317,-0.54844,-1.0548
1.3883,1.3299,-0.01243,-2.6815,0.27742
-4.1348,-3.2182,0.51738,-1.6249,-1.0689
-4.8957,-0.12851,2.9019,3.8243,1.3942
-4.4269,-1.1201,-2.8605,-0.14755,-0.87036
-3.6078,-2.1468,-5.4712,-4.5972,-2.2455
-1.5543,2.5572,-2.0117,-1.1552,2.166
1.6523,2.677,1.8844,2.0706,2.638
-2.9299,0.095884,-0.64365,0.0079754,-3.6163
-1.1148,-2.4088,0.26747,-0.22535,-2.4238
0.56943,-1.5758,4.648,2.3566,3.1065
5.5879,1.8212,-0.94752,-0.62571,4.5618
3.9538,1.1772,-2.25,-1.4175,2.8908
-1.9486,-0.41668,-0.90394,-3.8666,3.9453
-2.6743,-3.1979,0.47249,-1.9541,-5.3894
-2.9306,1.5376,0.28592,-1.263,-3.6144
-1.6916,4.2484,5.391,1.82,-0.32767
-1.3785,-0.35329,4.4539,2.5526,3.1296
-1.6235,-0.10763,3.0422,3.0448,1.2546
0.069752,2.4737,-1.3375,-1.1996,-4.2406
4.3244,-1.6682,-3.813,2.3425,0.69571
4.3844,-2.5153,-2.7752,4.1075,4.0407
-1.2969,-2.5909,-1.5717,-2.208,0.85692
