X0,X1,X2,X3,X4
1.7932,1.2993,0.28681,-2.153,2.8745
1.5005,1.1842,0.57351,-1.98,2.6595
0.9246,1.019,0.47936,-2.0433,2.6132
0.76932,1.0099,0.51465,-1.866,2.3162
0.34829,0.82372,0.60011,-1.5443,2.367
0.14685,0.6239,0.61174,-1.4756,2.2264
-0.47762,0.57089,0.95939,-1.3227,2.1294
-0.71319,0.56004,0.95273,-1.1571,1.8416
-0.97628,0.46954,1.1664,-0.89026,1.8569
-1.3832,0.4455,1.2545,-0.81937,1.5971
-1.1482,0.34793,1.3949,-0.93077,1.6568
-1.4197,0.3167,1.3504,-0.60334,1.4986
-1.4272,0.17682,1.2967,-0.80492,0.9746
-1.082,0.42014,1.2544,-0.8014,0.97973
-0.47435,0.47312,1.3375,-0.72032,0.9257
0.00749,0.66037,1.5214,-0.72962,0.63745
0.32027,0.5723,1.4033,-0.72439,0.38173
0.88059,1.0988,1.2696,-0.63724,0.32188
1.2425,1.0305,1.3687,-0.38929,-0.037638
1.8585,1.2393,1.3096,-0.58074,-0.28994
2.443,1.2944,1.5234,-0.40244,-0.20452
2.6155,1.6808,1.452,-0.33251,-0.58119
3.2243,1.6931,1.5848,-0.41359,-0.57019
3.3505,1.775,1.4242,-0.52785,-0.98117
3.4033,2.0593,1.6042,-0.55361,-1.0439
3.7341,2.2452,1.359,-0.33618,-1.0038
3.7833,2.1571,1.3883,-0.2296,-1.0122
3.7982,2.3738,1.3891,-0.31469,-1.0551
3.8544,2.2579,1.6621,0.24948,-1.051
3.7121,2.5823,1.279,0.83455,-1.0159
3.7436,2.751,1.1355,1.3513,-0.88895
3.7168,2.624,1.2768,1.5386,-0.97022
3.5241,2.5752,1.2975,2.0365,-0.56163
3.6656,2.7405,1.3803,2.6376,-0.48559
3.6834,2.797,1.4731,2.7447,-0.35028
3.3123,2.6135,1.3969,2.8528,-0.0078318
3.2728,2.6801,1.3527,2.9347,0.0016724
3.0986,2.7966,1.3797,2.8694,-0.012334
2.8857,2.628,1.552,2.7323,0.18807
2.6481,2.7364,1.4898,2.8649,0.028549
2.4832,2.7039,1.446,2.4923,0.22972
2.2924,2.8906,1.5956,2.409,0.38234
1.8836,2.9627,1.5252,2.11,0.62791
1.3745,2.7983,1.65,1.9539,0.59063
0.98124,2.772,1.6963,1.4644,0.69612
0.55066,2.9087,1.7912,1.072,0.5658
0.12771,2.8338,1.8445,0.84418,0.68036
-0.25239,2.8662,1.7187,0.61413,0.86443
-0.76773,2.7621,1.8656,0.056176,0.76687
-1.5413,2.768,1.9444,0.032162,0.74705
-1.9852,2.7464,1.674,-0.58349,0.95282
-2.4474,2.578,1.5116,-0.99879,0.8398
-2.8975,2.3341,1.5167,-1.1217,0.93952
-3.2662,2.1431,1.1211,-1.5437,0.76555
-3.5858,1.9487,0.91736,-1.8345,0.77288
-3.9803,1.4936,0.76212,-2.0583,0.77045
-4.2428,1.4637,0.52065,-2.3087,0.72383
-4.3764,0.88973,0.47487,-2.642,0.72712
-4.3778,0.52312,0.30442,-2.8471,0.55806
-4.5265,0.15904,-0.031007,-3.0415,0.72252
-4.5764,-0.17136,-0.32631,-3.2164,0.60828
-4.4114,-0.5249,-0.51446,-3.0702,0.53787
-4.3826,-1.0434,-0.59142,-3.2003,0.38721
-4.3477,-1.376,-0.64145,-2.948,0.34316
-4.1113,-1.6647,-1.0501,-3.1781,0.42681
-3.7241,-2.0944,-1.1369,-3.0994,0.34025
-3.596,-2.35,-1.2636,-2.7393,0.41955
-3.4155,-2.4847,-1.3497,-2.6754,0.36678
-3.0883,-2.7011,-1.3055,-2.6223,0.16475
-2.8534,-2.9595,-1.2864,-2.5483,0.32424
-2.6093,-2.983,-1.3021,-2.5546,0.068148
-2.3663,-3.354,-1.3616,-2.2166,0.10243
-2.2697,-3.4327,-1.3681,-2.1377,0.13594
-2.0632,-3.5065,-1.4692,-1.9981,0.10924
-1.9717,-3.3545,-1.4225,-1.7749,0.17902
-2.0937,-3.5495,-1.3702,-1.7095,0.0097369
-1.738,-3.3963,-1.2676,-1.4402,-0.11661
-1.4863,-3.3535,-1.416,-1.4771,-0.033551
-1.3966,-3.3217,-1.1258,-1.2735,0.03696
-1.482,-3.1253,-0.77824,-1.06,-0.20241
-1.4486,-3.2012,-0.52,-0.95979,-0.18267
-1.4443,-2.9817,-0.048102,-0.71252,-0.27265
-1.4597,-2.6217,0.39995,-0.51015,-0.49249
-1.2433,-2.8416,0.98501,-0.20318,-0.36821
-1.252,-2.5656,1.5231,-0.056647,-0.30617
-1.263,-2.1643,1.8847,-0.18969,-0.20105
-1.1409,-2.1344,2.3058,0.089225,-0.3166
-1.2538,-2.0785,2.6913,0.10273,-0.26732
-1.3426,-1.8542,3.2046,0.23331,-0.1135
-1.4509,-1.59,3.389,0.70317,-0.35737
-1.28,-1.6656,3.5312,0.6018,-0.16297
-1.5044,-1.6361,3.8701,0.856,-0.22716
-1.252,-1.305,3.9402,0.87194,-0.16858
-1.3117,-1.3492,4.0802,1.017,-0.17862
-1.2697,-1.1743,4.0066,1.1952,-0.0080775
-1.1759,-1.1464,4.2296,0.95617,-0.24672
-1.0753,-1.1416,4.2991,1.0501,0.030868
-0.78644,-0.76531,4.1887,1.0241,-0.11969
-0.61807,-0.69229,4.279,1.1335,-0.15417
-0.1865,-0.72776,4.2957,1.1608,0.088964
0.12378,-0.23277,4.1249,1.3426,0.17397
0.46031,-0.16912,4.0999,1.3103,0.076421
0.87701,-0.26665,4.1644,1.5419,0.11937
1.0057,0.076343,4.0652,1.8238,0.16568
1.1732,0.060425,3.9284,2.2185,0.37865
1.3769,0.088997,3.8442,2.5658,0.33825
1.0598,0.29911,3.5846,2.9121,0.40908
1.3345,0.45613,3.3742,3.194,0.51377
1.1717,0.28345,3.0609,3.4843,0.42794
0.99066,0.37377,2.9187,3.9456,0.64129
0.69381,0.34933,2.7868,4.0406,0.55333
0.47417,0.4538,2.4344,4.0284,0.66921
0.45251,0.16253,2.1459,4.1831,0.43229
0.30531,0.23768,2.1427,3.9322,0.64068
-0.085127,-0.0050347,1.745,4.0236,0.51032
-0.21865,-0.059036,1.7108,4.0077,0.34321
-0.34174,-0.10204,1.6474,3.7877,0.24862
-0.61265,-0.42546,1.3006,3.3306,0.12716
-0.83108,-0.3352,1.3675,3.2416,0.12084
-1.2,-0.3155,0.89706,2.8651,0.011179
-1.4432,-0.65622,0.95494,2.4486,-0.25172
-1.5995,-0.80817,0.64841,1.8993,-0.21187
-1.6475,-0.72157,0.44856,1.7449,-0.34035
-1.4837,-0.86312,0.078387,1.164,-0.77542
-1.6184,-0.86738,-0.2369,0.71793,-0.68192
-1.6177,-0.90979,-0.35633,0.25821,-0.87586
-1.6551,-0.86838,-0.57632,-0.20522,-1.3737
-1.7648,-1.0629,-0.61802,-0.47691,-1.416
-1.8205,-0.86985,-0.61092,-0.83512,-1.9919
-1.8499,-0.97661,-0.51929,-1.1585,-2.1754
-1.7774,-1.0322,-0.5235,-1.3394,-2.8359
-1.6247,-0.97688,-0.34703,-1.5471,-2.9111
-1.4401,-0.86951,0.023252,-1.8634,-3.3353
-1.3553,-0.96971,0.095586,-1.9278,-3.4736
-1.2649,-0.95009,0.34601,-1.8171,-3.8958
-1.2389,-0.97075,0.5357,-1.9406,-4.2925
-1.223,-0.7079,0.74628,-1.8411,-4.4577
-1.0419,-0.62763,1.0224,-1.8994,-4.8787
-0.88649,-0.52668,1.0464,-1.6223,-5.1963
-0.96355,-0.71977,1.0306,-1.6473,-5.2757
-0.7554,-0.47857,1.0495,-1.4442,-5.4375
-0.65378,-0.67761,1.0175,-1.4049,-5.6489
-0.64889,-0.46717,0.72805,-1.3577,-5.7033
-0.47187,-0.55052,0.61133,-1.2272,-5.7668
-0.56459,-0.22547,0.3351,-1.2435,-5.9556
-0.62354,-0.34795,-0.015337,-1.3429,-6.02
-0.50824,-0.39972,-0.075879,-1.1349,-5.8966
-0.48606,-0.33656,-0.73747,-1.3053,-5.9049
-0.29647,-0.43415,-0.98205,-1.022,-5.6997
-0.42214,-0.37398,-1.1997,-1.2774,-5.6014
-0.44145,-0.41739,-1.5266,-0.90343,-5.6201
-0.31186,-0.38702,-2.0215,-0.59,-5.4756
-0.45357,-0.20383,-2.1162,-0.17243,-5.096
-0.25059,-0.2427,-2.5634,0.38365,-4.7788
-0.44771,-0.15934,-2.6898,0.89182,-4.0354
-0.39899,-0.0080885,-3.0001,1.5236,-3.6402
-0.21552,0.018973,-3.2421,2.0182,-3.0046
-0.48043,-0.024595,-3.3652,2.3882,-2.496
-0.4278,0.13784,-3.3753,2.7765,-2.1734
-0.38332,0.44684,-3.441,3.1142,-1.784
-0.33603,0.93228,-3.271,3.381,-1.3925
-0.35191,0.94958,-3.0008,3.9284,-1.0261
-0.13583,1.3349,-3.0442,3.8973,-0.64053
-0.3907,1.6208,-3.0082,4.0131,-0.59243
-0.31353,1.6632,-2.9345,4.2323,-0.53437
-0.19955,2.1125,-2.6818,4.2346,-0.27983
-0.19017,2.1929,-2.5402,4.0737,-0.37762
-0.3154,2.1147,-2.5568,4.1945,-0.34768
-0.16593,2.168,-2.5546,4.0472,-0.24621
-0.11026,2.1026,-2.5262,4.1518,-0.30775
-0.20945,2.1157,-2.5782,4.0597,-0.30306
-0.30387,2.0096,-2.4372,3.9086,-0.40336
-0.18292,1.811,-2.5041,3.7574,-0.34785
-0.12397,1.7176,-2.6598,3.8817,-0.53148
-0.16715,1.5472,-2.3982,3.4692,-0.36626
-0.15919,1.4343,-2.3713,3.5323,-0.2672
-0.12882,1.0871,-2.6308,3.3101,-0.54941
-0.25717,0.95898,-2.7679,3.2834,-0.70899
0.070127,0.79495,-2.8169,3.0749,-0.58312
0.15127,0.53337,-2.8228,2.6964,-0.71792
0.013505,0.40942,-2.7266,2.2859,-0.81677
-0.095677,0.062283,-2.8424,2.0866,-1.1083
-0.049171,-0.13879,-2.668,1.6155,-1.01
-0.030855,-0.41632,-2.6971,1.1342,-1.4094
0.11852,-0.47906,-2.8434,0.66063,-1.3736
-0.14355,-0.49192,-2.7831,0.33846,-1.6951
0.076096,-0.5001,-2.6505,-0.35381,-2.0282
-0.05424,-0.69373,-2.5545,-0.98959,-2.1438
0.076034,-0.76528,-2.8214,-1.2065,-2.4176
0.051566,-0.46072,-2.4298,-2.0863,-2.4621
0.08144,-0.20615,-2.2075,-2.448,-2.6493
0.08843,-0.018457,-1.6904,-2.9357,-2.4823
0.1719,0.36154,-1.6285,-3.2595,-2.5734
0.091853,0.84691,-1.2891,-3.788,-2.6274
0.14013,1.499,-0.96898,-3.728,-2.6731
0.25621,1.804,-0.69254,-3.4953,-2.5377
0.13259,2.5581,-0.2844,-3.0971,-2.4288
0.14115,2.8169,0.087153,-2.5185,-2.1752
0.33358,3.3709,0.45024,-1.7846,-1.7455
0.25885,3.7893,0.60887,-1.3996,-1.1938
0.17941,4.0975,0.72098,-0.41878,-0.78729
0.2265,4.3213,0.99392,0.23654,-0.11536
0.35303,4.6915,1.2473,0.62734,0.086123
0.17371,4.7915,1.473,1.1479,0.27233
0.33617,4.9619,1.4996,1.5983,0.68494
0.22712,4.9465,1.4147,2.0473,0.92905
0.27292,5.2404,1.4583,2.1154,0.9656
0.41258,5.069,1.6216,2.5035,1.2844
0.10541,5.0802,1.5755,2.6388,1.2548
0.15296,5.1626,1.3837,2.7177,1.423
0.37997,4.9934,1.6203,2.9175,1.3789
0.34322,4.8447,1.6734,2.8497,1.4376
0.3387,4.8385,1.6035,3.1243,1.5802
0.32624,4.6842,1.3345,2.9612,1.7475
0.31632,4.5975,1.4233,2.8285,2.0679
0.31127,4.6904,1.396,2.8951,2.0317
0.2782,4.5654,1.3704,2.6263,2.3592
0.48088,4.3501,0.99233,2.5141,2.222
0.46334,4.0846,1.1014,2.4125,2.5608
0.27818,3.7771,1.0917,2.0367,2.5266
0.29291,3.8673,1.0106,1.7876,2.3816
0.46993,3.7302,1.1923,1.4425,2.6078
0.39853,3.5748,0.98055,0.94947,2.6411
0.29472,3.4598,1.0144,0.53375,2.3082
0.28698,3.149,0.74054,0.046418,2.3606
0.59047,3.1347,0.67305,-0.16065,2.3189
0.41741,3.1604,0.87298,-0.70439,1.9678
0.48388,2.9593,0.97257,-1.2181,1.7134
0.32969,2.7266,0.83046,-1.6024,1.4453
0.36091,2.7983,0.98569,-2.2138,0.91696
0.25899,2.6361,1.1751,-2.6246,0.74492
0.41076,2.4467,1.2281,-3.0625,0.38791
0.55356,2.3979,1.6032,-3.3106,-0.14567
