X0,X1,X2,X3,X4
-2.4894,-2.0038,-4.1442,-3.3906,-5.5003
-3.0795,-4.682,-4.3532,-0.030287,0.6416
-0.60466,-2.3271,-0.12508,-2.8413,0.19685
1.5222,-2.766,3.7662,-0.33471,-1.9862
-1.5995,-1.9289,0.19748,-0.95846,-0.92188
-2.0135,-1.1939,-2.5153,-2.8882,-1.089
-0.69203,-0.21566,-0.81232,-0.49999,0.54516
3.0865,3.7528,4.9147,-0.24964,4.5187
0.74017,5.4449,1.5579,1.457,2.0861
2.7717,1.8629,0.36867,3.6813,2.6673
5.6787,-1.5793,2.2868,-0.42835,3.2609
3.6408,-1.2723,2.1017,1.3493,1.5522
3.6923,0.34837,0.5562,1.8547,1.1898
-0.52028,1.3013,-1.4982,-1.0844,-3.5561
-5.5378,1.5912,-1.9922,-0.37343,-2.3263
-0.45737,2.71,1.4918,-0.94238,1.2253
-1.466,0.040738,0.42546,1.7897,-0.4418
-2.627,-3.6146,-3.8878,2.1756,0.37818
-2.3108,-5.7067,-1.6126,-0.46641,-2.2841
-3.2009,-2.7789,-0.54664,-3.2779,-5.6485
-2.3917,-2.3512,-1.3996,-4.4271,-4.5923
-1.1104,-2.1885,-1.1872,-3.8878,-2.704
0.51179,2.308,2.7882,1.877,0.16131
4.6524,3.0869,2.2375,1.8434,3.5779
5.1367,0.72759,3.0719,3.4956,2.893
0.78821,-0.51768,-0.76709,-0.31953,-0.74685
0.81641,2.3426,3.4372,2.4594,-0.31638
-0.85775,-1.5573,-0.63421,0.054752,1.3712
0.38253,0.70203,3.484,1.8846,4.1685
-1.3254,1.5565,0.10113,0.8369,-1.5497
-5.1334,-0.6318,-5.7797,-2.5832,-5.0274
-1.341,-1.3799,-0.85567,-3.5919,-0.68021
-1.2095,-2.399,-0.85112,-3.3666,0.041317
-2.0994,-2.7464,-2.4061,-0.90433,-4.0389
-1.6108,0.94679,-1.188,0.98829,-1.6428
0.24436,-0.9308,3.1245,2.1711,3.7056
1.4502,1.3466,0.633,0.16948,-1.259
1.6574,3.4483,-0.5407,-0.89707,3.6899
-0.46718,0.38704,-0.93446,1.2782,1.358
0.52702,-2.8298,-3.676,2.4202,-1.8467
-0.9483,0.77898,0.11717,0.69323,1.5121
1.0671,4.5031,1.9752,0.35686,1.9476
3.2264,3.6283,3.7532,0.94053,1.0935
3.0081,1.0413,0.34249,4.1179,-0.5369
3.7417,-0.20902,0.69677,1.5467,2.1776
2.9653,1.1767,0.29385,-1.1409,1.3561
4.0851,2.7462,-0.010067,-0.9309,1.8403
1.909,0.93869,0.66765,2.3175,-0.17737
-2.9966,0.81813,-0.37942,1.5379,-0.3937
-2.0848,-1.0234,-0.39287,-3.6174,0.79745
0.42428,0.41706,-0.55054,-1.3091,-0.27433
-0.13922,-1.9556,1.1247,0.90012,1.1076
-0.58217,-4.1208,-2.5446,-0.40326,-2.4011
-1.3819,-2.0836,-0.07568,-3.0046,-0.43855
-2.6089,1.8493,-3.2918,-2.2639,-0.75698
-3.1972,-1.0273,-0.96729,-2.3658,-1.7836
1.1076,-3.2187,-0.038567,1.6905,1.6504
1.8318,-1.7408,0.41252,2.5025,0.87023
-4.44,-3.449,-4.2824,-2.7112,-5.4771
0.63959,-0.68171,1.5042,1.4822,-4.1368
-2.5774,-3.3385,-1.7358,-1.9142,-3.0818
-5.879,-1.8617,-5.817,-3.4618,-6.7431
-5.0759,2.2303,-4.511,-2.1124,-0.28648
-1.8655,0.40128,-2.0156,-1.9972,-1.237
0.37855,-3.8458,1.4594,1.1511,3.5634
2.3143,0.56585,3.3651,0.48723,2.5041
1.5985,3.3828,0.60364,-0.69925,-0.56557
1.7124,0.23646,-3.2891,-2.1452,-3.3854
-0.62283,0.25195,6.473,4.6471,5.3427
-0.076094,0.85317,2.5254,1.8495,2.4485
1.9049,1.4255,-1.0487,-0.91908,-0.62574
1.653,1.3199,-2.0739,-2.8166,-0.35747
-1.1303,1.6699,3.5846,-0.81384,1.2718
2.5241,2.7871,4.26,1.0315,2.0249
3.48,3.111,-2.1185,-0.037514,0.84757
2.4706,0.35053,-2.4657,-2.3218,-1.1668
-2.4404,-1.6666,-1.3437,2.735,3.6238
-1.6778,1.2379,1.6861,-0.17093,1.4309
-0.99387,-0.65954,-0.14667,-1.3318,-2.9356
-0.19696,0.10388,4.5499,2.7641,3.1494
2.2406,1.5635,1.4827,2.6644,0.27495
-1.1824,0.46012,0.84312,-1.7057,-5.1842
-2.2838,-1.2213,-0.11087,-0.96589,-3.8218
0.45813,-0.033758,1.1589,3.5284,3.9004
0.78753,1.4331,0.66041,4.3024,3.5089
0.99573,1.3735,1.6706,2.0238,1.1692
0.38186,0.57043,-1.008,2.1582,2.4617
0.41095,-1.1451,1.5621,3.4787,3.3293
3.6196,3.6296,5.9596,2.3807,3.8641
5.7393,3.8702,3.9366,2.2437,0.85477
3.0603,0.56823,1.2156,-0.45022,-1.0616
1.6991,-0.28161,-0.89501,-0.69166,-0.60134
1.8337,0.89429,2.5965,-2.1502,1.8938
0.08592,-0.39151,0.72167,-2.3565,2.9906
-2.0802,1.1675,0.3533,-2.4258,2.045
-2.9568,1.6261,1.8996,0.21695,-1.6654
-3.1006,-3.33,-2.7786,-0.5585,-3.6311
-2.8133,-5.6999,-7.133,-4.3139,-4.385
-2.3848,-3.4185,0.97305,-4.093,-2.3233
0.072463,-1.9745,1.2981,-0.54872,-1.0323
-0.45684,-2.4816,-3.0167,-1.2516,-3.7604
-4.3241,-5.4002,-7.6976,0.19374,-0.58444
-2.2285,-1.9192,-4.1528,-3.5096,-3.4734
2.1028,-1.3448,2.3402,0.71713,2.4825
2.9554,0.20366,3.8253,-0.10674,2.2168
3.2119,1.1574,-0.2324,1.7056,-3.3518
0.84372,0.64631,2.4281,2.702,2.1146
-1.1011,2.2518,0.59763,0.15623,3.0914
2.0532,5.6242,-2.5871,-1.2659,2.5557
0.59746,0.12601,-4.7608,-1.7973,-7.0588
-4.7663,-2.6032,-6.2389,-4.7571,-5.8136
-0.89474,-2.3332,0.42675,0.39931,0.32383
-0.058049,0.68094,0.28651,-0.26542,0.43456
2.139,4.4255,-0.067637,-0.034187,2.6955
-0.91566,-0.23458,0.63232,-0.88588,3.3878
1.7606,-0.16889,0.28601,2.1397,-0.61464
-1.2777,1.5791,-1.1475,0.46462,-2.9842
-3.6768,0.83756,-0.25637,-1.7365,0.098787
-1.0964,-3.3052,-0.50212,1.2963,2.1368
2.7513,-1.0611,2.6842,1.5629,-0.49273
-2.8027,-2.0844,-4.4405,0.022992,-2.6724
-1.7491,-0.98651,0.45677,1.9206,3.4151
-0.21419,-0.98688,1.4855,3.0441,0.36904
-2.9525,-2.0853,-0.4003,-0.78536,-4.2348
1.1595,-2.1871,1.412,2.1768,1.6345
0.70387,-1.6841,2.6224,1.7906,0.93297
-0.57292,-0.86007,-0.26809,0.8581,-0.50891
-1.2774,1.4105,-5.4706,2.0094,-0.41544
3.9411,2.1492,1.9083,0.82466,4.0069
3.3682,2.5994,1.9042,-0.57256,3.2266
-2.5611,0.36794,1.5134,0.0026123,1.275
-0.36354,-0.10579,-0.15895,1.6039,2.1046
3.2159,1.6345,2.7316,0.71958,1.4493
3.9192,4.0372,0.56,2.2596,0.97011
0.010168,1.7651,-0.18905,-2.8732,-1.2955
-5.2948,-1.9857,-4.9301,-3.8808,-4.6287
-2.7602,0.20313,0.23051,1.294,-0.029034
2.3749,3.9235,2.1179,0.80619,-1.2933
1.6889,1.9676,-0.17411,-0.14431,-0.26145
-1.2497,2.5181,1.4599,0.32796,-2.2834
-1.1926,1.7872,0.40881,-1.7699,-2.8095
-0.091653,-2.6233,-0.070831,0.15616,-1.3369
2.7067,-0.85658,3.0976,0.25016,2.6823
2.5124,2.3629,3.9899,2.2064,1.4117
-0.84089,-0.17327,-1.9783,-2.5476,0.4013
0.30969,-2.0455,-0.22904,-0.20339,1.5977
2.37,0.54789,4.7294,3.0314,2.5197
4.563,1.2858,4.9254,4.5087,1.3171
-0.44072,-0.14245,2.524,3.1983,0.94125
1.3721,-5.0957,0.65737,0.99663,1.5093
3.3756,-1.5783,-1.1347,2.0623,1.2163
-1.0635,-1.1598,-3.5725,-2.8371,0.7291
-3.3232,-2.4371,-6.4511,-6.492,-6.4758
0.61239,3.0557,-0.15942,-3.0508,-1.1647
0.63896,1.3162,-1.8513,-0.86153,-1.5494
0.23664,-0.044408,-1.3166,-1.6346,-2.0282
0.19924,-1.4988,-1.4983,0.0092523,-2.1234
-2.971,0.59233,-0.23228,-2.2855,-0.93078
-3.4056,-2.8386,1.4238,0.21147,2.9621
-2.9276,-0.77216,-2.271,-1.2288,-1.4116
-5.0807,-1.2292,-5.9963,-4.2078,-5.3193
-1.8749,0.60327,-0.78048,-2.7057,4.1431
1.9014,5.0895,1.3658,2.0176,2.5932
-0.86073,-0.3971,-0.67453,-1.2686,-2.4239
-5.4049,-2.6819,-2.4401,0.20004,-5.2527
2.5352,-1.0101,3.5321,1.758,3.3387
3.9815,1.2575,3.6045,0.82182,3.9639
4.6457,2.5568,0.44455,0.65545,4.9293
1.8631,-0.52446,-0.48595,-2.1448,0.64567
-3.5867,-1.394,-1.9346,-4.6923,-1.7416
-1.6585,0.1057,1.336,-1.5104,-2.9305
-0.055647,2.3343,2.8257,1.1096,1.969
0.96596,1.6495,4.02,3.394,2.7102
1.6136,1.692,3.1632,1.6984,2.4663
-0.32707,0.8022,-0.18102,0.43599,-2.2185
1.2112,-0.13956,-3.6425,1.0981,-1.3138
1.649,-3.4137,-1.4947,2.6702,2.0789
-1.1082,-3.696,-2.4498,-0.27303,-0.20129
-4.0011,-2.3892,-1.7618,-4.5431,-1.2654
