X0,X1,X2,X3,X4
3.0547,1.0585,1.3099,0.59054,1.4325
-2.5291,-0.6598,-2.282,-1.1363,3.426
0.34313,0.29108,-0.88087,0.20728,-0.08146
3.284,3.8395,2.6354,1.7986,0.69781
0.38228,2.3882,0.25401,1.0465,0.59805
-2.9298,0.41232,0.67437,2.1415,-1.5761
1.8063,-2.275,-1.0359,0.49069,-0.14094
2.9569,-0.097989,-3.3773,-3.7809,-1.0135
1.0612,-2.2335,-6.632,-2.4909,-2.9963
-3.6711,-3.3439,-7.0008,-1.0284,-3.5211
-2.9733,-0.06949,-2.0248,-2.6742,-0.91221
-0.52731,1.3544,-1.9239,-1.3466,-0.49155
-1.7184,-0.6188,-3.3106,-0.98771,-2.0926
-0.065294,-2.0265,-0.15341,-0.083064,-1.3334
0.15831,-0.52818,-0.5668,1.0024,-2.1896
-0.74101,-0.65636,2.0751,1.353,0.56305
2.5947,-1.1279,1.5934,1.3324,-0.51798
0.49195,0.0041832,-2.8116,-1.6448,-0.35967
-0.1053,0.7839,-1.6596,-1.9074,4.5676
-0.45788,-1.1345,2.6733,0.64939,0.54409
0.36671,2.9323,-0.52593,-1.1875,-1.9603
4.5732,1.2027,-3.728,-1.25,2.1505
6.3209,3.8151,-1.0007,1.1765,3.3277
3.4325,1.9178,-0.12614,0.7528,1.321
2.0401,2.6743,1.5562,-0.29966,-0.21811
1.4973,2.7609,7.7208,3.8349,1.4124
-0.26067,0.43603,7.9281,1.529,0.9784
-4.7481,-1.3265,-5.0319,-0.10195,-2.0861
-4.8901,-0.91206,-0.72208,0.10829,0.21723
-3.5713,0.88239,2.2092,-0.28607,2.2934
-1.7678,3.6984,2.7416,-0.67231,2.3996
-2.2224,3.2075,-0.095935,-0.86122,-1.917
-2.6509,-1.3528,-2.4164,-1.9602,-2.9534
-0.7375,-5.6844,0.96845,0.648,-1.758
-2.582,1.0282,1.5667,2.7932,-0.74378
-1.8847,1.8536,1.4163,0.95553,-0.74465
0.42623,-1.4696,0.85614,-1.0067,-1.8743
3.1017,-5.4267,2.0934,6.1581,3.4303
5.239,-0.92664,5.4317,6.4033,4.8434
4.0577,0.69973,3.3289,2.775,3.1455
-0.15794,-1.5238,-3.6103,0.75533,-1.3573
0.81312,-0.72591,-1.7521,0.1999,4.7278
2.3156,1.1224,2.7942,0.59182,3.3085
-2.7559,-1.5377,4.9955,-3.5166,-1.8754
-0.77753,0.56842,-2.7245,-6.3647,-8.5535
-1.484,2.7699,-2.3207,-2.5027,-5.4667
-1.2403,0.82689,-1.3605,-3.8653,1.0071
1.692,-1.3179,2.4939,-3.2097,0.085201
3.7928,-1.5412,-2.0183,-2.7861,1.3327
-3.4797,-3.1284,-4.3565,-2.7817,2.9872
-5.2309,-2.7453,-4.5881,-3.6173,-3.5372
1.1604,-0.54397,-0.85869,-1.4905,-2.8421
1.8721,4.0221,2.2907,0.17005,0.37648
-0.2793,2.0564,0.65755,-0.94228,-3.1747
-5.7026,-1.7506,-1.6683,-1.853,-2.8485
-2.306,-0.036567,-0.98511,-0.14322,-0.8344
-1.2107,-0.10111,-1.6464,-0.28617,4.3195
0.36739,-3.291,-1.5407,4.7731,4.149
-0.4589,0.39051,1.1505,2.7933,-2.9448
0.28726,-1.2639,2.1817,1.7931,-2.1591
-1.1099,1.6622,1.7537,0.98728,-0.97688
4.1681,2.3695,1.1673,-0.43604,3.3174
3.3295,-2.9193,2.4187,2.2183,1.9848
-1.6632,-1.8765,-0.57749,-0.67276,-3.6773
-0.71469,0.23383,-3.1316,-2.7576,-0.5267
6.1046,2.0211,0.55823,-0.4244,2.4402
4.1831,3.9546,1.9367,1.1581,4.4476
-0.18559,-0.10022,-1.7163,2.0136,0.32098
-3.7081,-4.1313,-2.9022,-0.19902,-4.0811
-1.9816,-3.2782,-3.1011,-1.4172,-0.8839
0.77529,-1.1526,0.82568,-0.4286,1.6029
4.9859,-0.35817,-0.65302,2.3073,4.1018
-0.66306,2.2262,2.7857,3.0571,-1.395
-1.6901,4.2232,3.4646,1.0263,-2.5988
0.1443,-0.21799,-3.2572,0.14121,2.3544
0.53733,0.45859,-1.999,-0.11359,1.2131
1.0529,3.3607,-0.17859,0.27339,-0.32449
-0.76228,0.065011,-1.1148,-1.1268,-1.4562
0.029179,-3.5874,0.0087111,0.89316,1.3628
-1.8647,-1.662,0.34995,0.79911,2.7177
-0.64923,0.6505,3.0598,1.7734,3.3719
-0.49917,0.21193,0.73625,-0.098463,4.9892
2.0851,1.8157,-2.1929,1.6016,2.1502
4.0728,3.609,-0.81024,5.8042,1.1755
0.22116,5.2775,-1.2234,1.6365,-4.3932
-2.147,4.1982,4.8359,2.882,-3.2958
5.2359,2.0617,0.74636,2.6166,0.37915
4.4143,0.59081,-1.863,-0.69159,-0.19455
3.0311,-3.3127,2.5156,-0.82405,3.2749
0.20535,-1.7179,2.5531,-0.48288,0.54981
-5.5094,-4.8664,-3.0674,-4.7612,-2.5526
-5.415,-3.9044,-4.4826,-3.9654,-10.169
-3.3328,-2.4729,0.91112,-3.6888,-4.3528
-1.5985,-0.86696,0.95673,-2.6469,-0.61409
-0.73667,2.6135,-2.3718,-2.419,-0.65942
2.6226,3.2676,0.021287,-1.8037,2.1438
-1.8845,0.022121,0.51211,-2.2587,1.6188
-3.2496,-2.2235,-0.77792,-2.4235,-1.219
0.24397,2.4281,2.1444,-1.2611,-1.8485
1.9438,3.3602,5.3877,2.1325,0.00907
0.61131,-0.2566,1.1256,2.0258,0.69506
-1.0567,0.093226,-0.62306,1.3512,-1.9164
-4.2906,-0.58773,-3.4993,-0.066258,1.4471
-1.4354,-3.2879,-3.7464,1.2769,1.0551
-1.9818,-0.38593,-0.63811,2.4225,-3.7674
-2.0447,-2.1274,-1.7887,-1.3154,1.7344
0.68767,-0.31753,-2.3187,-0.96,-1.1917
1.7993,-2.2443,-0.6795,0.34614,0.52717
4.0837,-1.8814,0.7973,-2.6667,2.6612
4.8548,2.7842,0.024481,-1.2189,-0.55343
-1.8144,2.0911,2.6769,0.84666,1.2646
